course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
cfa level i foundation course: introduction to quants,Pago,50,155,4,11,beginner level,5.0,2013-08-05T16:03:22Z,business finance
financial risk manager (frm) certification: level i,Pago,50,87,25,113,all levels,24.0,2013-10-26T12:54:58Z,business finance
ias 10  events after reporting date,No Pago,0,2146,35,8,all levels,1.0,2014-05-07T12:48:04Z,business finance
investment portfolio analysis with excel,Pago,50,154,7,39,all levels,9.0,2015-11-12T21:51:19Z,business finance
introduction to the cfa program,No Pago,0,4248,66,6,beginner level,1.0,2013-08-12T11:10:42Z,business finance
chartered financial analyst (cfa)  level 1  fra,Pago,30,517,5,17,beginner level,14.5,2014-06-30T09:21:49Z,business finance
excel 4 accounting & bookkeeping  master lookup functions,Pago,35,2638,140,12,all levels,1.0,2016-02-13T03:19:09Z,business finance
cashflow management for small businesses: a how to guide,Pago,25,2914,11,5,all levels,0.6166666666666667,2016-06-13T14:39:21Z,business finance
forex basics (professional course level),Pago,20,6050,34,25,all levels,1.5,2014-12-19T08:49:47Z,business finance
advanced butterfly spreads for options income strategies,Pago,60,16,1,8,expert level,1.0,2017-07-04T18:08:01Z,business finance
the holy grail of auto trading forex futures stocks revealed,Pago,50,3917,45,7,all levels,1.0,2016-05-03T18:23:01Z,business finance
ipo fundamentals,Pago,20,1122,13,6,beginner level,1.0,2017-03-02T00:58:36Z,business finance
finance for nonfinance: learn quick and easy,Pago,20,4158,51,30,beginner level,2.5,2016-02-25T21:48:39Z,business finance
advanced options trading course,Pago,40,1252,2,6,intermediate level,0.5333333333333333,2017-06-29T20:18:19Z,business finance
statistics  measures of dispersion for ca / cs / cfa exams,Pago,20,5108,9,13,all levels,1.0,2015-09-14T19:47:25Z,business finance
work from home online (part/full) : trade forex 4 beginners,Pago,45,2981,23,17,beginner level,1.0,2016-10-09T19:33:35Z,business finance
financial ratios using excel,Pago,100,1223,14,29,beginner level,1.0,2017-03-07T23:10:03Z,business finance
how to start trading penny stocks in 10 easy steps 2017,Pago,50,7750,58,15,all levels,1.5,2014-07-17T08:02:54Z,business finance
how to copy the best traders on etoro,Pago,90,564,9,41,all levels,3.5,2014-05-01T20:37:45Z,business finance
how to set up a limited company in the uk,No Pago,0,2075,69,11,beginner level,0.7333333333333333,2015-04-20T23:31:47Z,business finance
forex trading made simple,Pago,100,45,4,31,all levels,1.5,2015-09-25T19:08:09Z,business finance
financial and business simulation with microsoft excel,Pago,20,44,5,8,expert level,0.5166666666666666,2015-03-29T22:10:23Z,business finance
10  bonds and bond pricing,Pago,20,308,4,10,all levels,1.0,2014-02-11T18:11:55Z,business finance
professional risk manager (prm) certification: level 3,Pago,50,55,5,22,all levels,12.5,2013-07-23T20:26:47Z,business finance
stocks: quick method to get started investing,No Pago,0,718,13,7,beginner level,1.0,2017-05-18T17:37:33Z,business finance
the fundamentals of finance for nonfinance professionals,Pago,40,206,3,7,all levels,1.5,2016-05-18T16:02:21Z,business finance
forex  top equity management strategy,Pago,20,18,4,13,all levels,0.5833333333333334,2016-06-20T19:56:50Z,business finance
the truths about (in)secure retirement,Pago,200,86,6,32,intermediate level,4.5,2016-10-03T18:42:18Z,business finance
learn how to file taxes for uber and lyft drivers,Pago,40,294,5,25,all levels,2.0,2015-02-12T06:17:10Z,business finance
learn the basics of the wave principle:,Pago,30,27,4,10,beginner level,1.5,2015-07-02T00:12:02Z,business finance
masterclassjapanese &  heiken ashi candlestick patterns,Pago,195,375,10,26,all levels,3.5,2017-03-12T16:13:38Z,business finance
start trading stocks using technical analysis! part 2,Pago,95,94,11,25,all levels,2.0,2017-05-23T00:20:02Z,business finance
introduction to corporate finance (mergers & acquisitions),No Pago,0,2080,83,30,beginner level,1.5,2017-02-28T16:14:06Z,business finance
forex & financial market trading tutorial online strategies,No Pago,0,3137,30,69,all levels,9.0,2017-04-12T16:26:51Z,business finance
learn to trade candlestick patterns,Pago,20,155,23,22,intermediate level,1.5,2016-08-16T23:58:31Z,business finance
highfrequency trading #2: market structure & instruments,Pago,50,1732,11,12,all levels,0.6833333333333333,2015-11-19T18:22:19Z,business finance
the art of financial valuation with certificate,Pago,20,3372,12,12,all levels,2.0,2013-09-29T23:52:54Z,business finance
sensitivity & scenario analysis for ca / cfa / cpa exams,Pago,20,2185,3,13,all levels,2.0,2015-09-20T20:26:40Z,business finance
economics:   competition elasticity a little game theory,Pago,50,1008,14,42,all levels,6.0,2016-04-12T15:12:18Z,business finance
quantitative trading analysis with python,Pago,50,256,17,49,all levels,5.5,2017-01-27T17:11:28Z,business finance
invest like a pro!,Pago,200,1173,22,15,beginner level,2.5,2015-12-29T18:56:44Z,business finance
options trading essentials: the ultimate guides,No Pago,0,1352,6,20,all levels,4.0,2017-04-24T21:59:20Z,business finance
acca fa1 recording financial transactions,Pago,50,49,8,27,beginner level,3.5,2015-07-14T23:01:39Z,business finance
cfa® level 1 2014 – portfolio management,Pago,40,124,2,10,all levels,2.0,2015-03-02T01:46:14Z,business finance
essentials of swing trading stocks,Pago,20,105,9,5,all levels,1.0,2015-06-03T18:00:18Z,business finance
small business and managerial accounting training tutorial,Pago,20,117,3,71,beginner level,3.5,2013-06-19T17:52:07Z,business finance
use crowdfunding effectively with indiegogo and kickstarter,No Pago,0,6533,32,9,all levels,2.0,2013-06-25T15:22:28Z,business finance
the complete litecoin crypto currency bootcamp,Pago,20,7,3,24,all levels,1.0,2017-06-28T23:51:45Z,business finance
bank reconciliation & vat on excel,Pago,20,30,5,19,all levels,1.5,2014-09-22T04:56:43Z,business finance
commodity futures day trading strategies,Pago,95,91,5,28,all levels,5.0,2015-08-28T23:47:29Z,business finance
learn to invest in the stock market,Pago,40,28,5,14,beginner level,1.0,2014-11-12T17:37:03Z,business finance
fx commodity chart trading patterns for success,Pago,50,83,10,15,all levels,2.5,2015-07-19T19:23:14Z,business finance
forex elite trading,Pago,85,623,7,22,all levels,6.0,2013-10-18T16:06:44Z,business finance
how to invest in startups  expert reveals winning secrets,No Pago,0,1625,5,145,all levels,8.5,2016-08-29T14:24:43Z,business finance
kickstarter success in 5 easy steps,Pago,20,0,0,12,all levels,0.5166666666666666,2017-05-16T14:55:28Z,business finance
understanding financial statements,Pago,25,0,0,10,all levels,1.0,2016-12-15T14:56:17Z,business finance
planning and executing a financial statement audit,Pago,50,0,0,9,intermediate level,2.0,2017-06-29T23:18:51Z,business finance
the latest updates 2016 financial accounting standards board,Pago,50,1,0,9,intermediate level,2.0,2017-06-29T21:40:54Z,business finance
how to achieve personal transformation,Pago,20,0,0,10,all levels,0.5333333333333333,2016-12-22T00:28:07Z,business finance
basic bookkeeping,Pago,35,0,0,12,beginner level,0.7333333333333333,2017-05-23T16:20:18Z,business finance
credit concepts and checklist for bankers credit analyst,Pago,20,0,0,10,beginner level,2.5,2017-04-24T14:56:01Z,business finance
practical film financing: finding & pitching investors,Pago,100,0,0,9,beginner level,1.0,2017-07-05T21:46:55Z,business finance
ratio analysis for financial statements,Pago,50,0,0,6,beginner level,2.0,2017-07-03T21:39:57Z,business finance
60 minutes to fundamental accounting skills,Pago,75,0,0,9,beginner level,2.5,2017-06-28T21:55:29Z,business finance
backspreads diagonals and butterflies  advanced strategies,Pago,60,737,41,10,expert level,2.0,2013-03-03T22:15:18Z,business finance
trade forex 13 patterns  golden ratios secret revealed,Pago,200,554,63,44,all levels,4.0,2015-01-10T13:49:22Z,business finance
crystal ball trading  foresee price with seasonal patterns,Pago,145,807,19,23,all levels,6.0,2015-06-14T22:08:54Z,business finance
weekly options and study of options expiration dynamics,Pago,60,779,56,6,expert level,1.0,2013-03-08T12:22:12Z,business finance
cost accounting basics (professional course level),Pago,20,1777,11,23,beginner level,1.0,2014-12-17T01:11:28Z,business finance
learn to reliably invest in the stock market,Pago,50,841,14,19,all levels,0.6166666666666667,2016-07-29T15:06:31Z,business finance
hedge fund trading systems part two  stocks & etfs,Pago,200,56,10,23,expert level,2.5,2017-05-16T22:22:15Z,business finance
stock market option trading: how sell options for premium,Pago,200,1909,8,19,intermediate level,2.0,2015-02-08T20:06:08Z,business finance
straddles and strangles  volatility moves in any direction,Pago,60,775,54,11,expert level,1.5,2013-03-12T12:30:40Z,business finance
debt collection management: get paid on time every time!,Pago,20,1255,8,38,all levels,3.0,2015-01-27T07:50:28Z,business finance
learn about it,Pago,20,1193,24,27,all levels,1.5,2014-06-05T22:40:42Z,business finance
trading: basics of trading for beginners,Pago,140,1309,4,20,beginner level,1.5,2015-11-11T01:30:17Z,business finance
options spreads bundle  the heart of options trading,Pago,120,623,43,8,intermediate level,2.5,2013-02-19T15:04:46Z,business finance
trade the news in forex: ea robot included,Pago,200,276,11,11,all levels,0.5666666666666667,2016-08-30T02:40:52Z,business finance
investment portfolio analysis with r,Pago,50,314,38,37,all levels,6.5,2016-06-27T20:39:08Z,business finance
basics of economics for beginners a to z  a complete course,Pago,170,1942,5,24,beginner level,1.5,2015-08-24T00:36:33Z,business finance
seeing the big picture: understanding financial statements,Pago,50,885,69,14,all levels,0.7166666666666667,2015-01-07T21:40:43Z,business finance
financial modeling for professionals in 1 day!,Pago,200,226,12,29,intermediate level,4.5,2016-12-05T16:33:34Z,business finance
create your own automated stock trading robot in excel!,Pago,150,461,45,44,all levels,5.0,2015-12-09T18:35:24Z,business finance
forex: from zero to hero,Pago,150,152,27,26,all levels,3.0,2017-02-07T05:21:14Z,business finance
learn call options and put options  introduction to options,Pago,60,1017,74,20,beginner level,3.0,2013-02-15T20:43:11Z,business finance
1 principles of simple interest ,Pago,20,1074,6,13,all levels,1.0,2014-01-13T20:43:46Z,business finance
double entry bookkeeping,Pago,50,440,17,10,beginner level,1.0,2016-06-15T18:23:18Z,business finance
mql5 tutorial bootcamp,Pago,20,978,7,13,beginner level,0.5333333333333333,2016-01-29T00:11:42Z,business finance
succeed at options even if you don't know where to start,Pago,200,36,1,12,all levels,1.5,2017-04-17T18:00:13Z,business finance
buying selling and storing precious metal,Pago,20,74,1,14,all levels,1.0,2013-02-27T03:38:36Z,business finance
accounting skills for managers,Pago,20,78,3,10,beginner level,1.5,2012-06-27T16:41:09Z,business finance
analysis and evaluation of economic feasibility of projects,Pago,100,10,1,8,intermediate level,1.0,2016-12-19T14:47:22Z,business finance
technical analysis: understanding price action,Pago,45,39,6,37,all levels,3.0,2016-08-26T22:57:33Z,business finance
bitcoin for beginners,Pago,50,37,3,22,beginner level,4.0,2014-12-29T18:54:54Z,business finance
ias 16propertyplant and equipment ,No Pago,0,2166,38,20,all levels,3.0,2014-10-06T09:11:10Z,business finance
basel ii,Pago,50,78,6,57,all levels,3.5,2014-03-06T07:16:03Z,business finance
forex trading plan,Pago,50,21,3,24,all levels,0.7,2016-02-13T05:53:11Z,business finance
financial modeling 101,No Pago,0,1086,37,5,beginner level,0.6166666666666667,2016-12-19T23:43:54Z,business finance
learn financial modeling from scratch  part1,Pago,50,7,4,29,all levels,3.5,2016-04-06T18:00:04Z,business finance
introduction to small business accounting training tutorial,Pago,25,168,9,75,beginner level,3.5,2013-01-09T02:57:25Z,business finance
learn basic concepts of economics step by step  complete,Pago,150,2801,6,25,all levels,1.5,2015-08-16T16:36:47Z,business finance
introduction to digital payments ,No Pago,0,12217,351,17,beginner level,1.0,2014-04-29T05:49:43Z,business finance
the beginner's guide to the futures and options trading,No Pago,0,6185,138,20,all levels,3.0,2016-01-18T19:47:54Z,business finance
bitcoin investing: the complete buy & hold strategy,Pago,25,477,70,41,all levels,4.0,2016-01-10T21:59:30Z,business finance
financial modeling in excel for startups,Pago,50,1334,86,54,beginner level,6.0,2014-01-05T03:44:26Z,business finance
learn to trade forex naked price action big shadow trade,No Pago,0,5407,192,11,intermediate level,1.0,2016-01-25T04:08:41Z,business finance
forex trading for beginners ,No Pago,0,9483,183,22,beginner level,2.0,2016-01-14T02:46:59Z,business finance
build a trading comps valuation model,Pago,50,1032,60,55,all levels,7.0,2014-10-01T18:49:52Z,business finance
the advanced forex course for smart traders,No Pago,0,8236,144,25,all levels,5.0,2015-10-09T16:46:49Z,business finance
cost accounting overheads (professional course level),Pago,20,2383,6,19,all levels,2.5,2015-03-31T21:55:21Z,business finance
beginners guide to stock market investing,No Pago,0,3283,109,42,beginner level,2.5,2016-09-15T18:30:57Z,business finance
financial management capital market instruments,Pago,25,2650,5,17,beginner level,1.0,2015-02-24T14:30:21Z,business finance
npv and irr techniques for ca / cfa / cpa exams,Pago,20,1551,5,55,beginner level,7.5,2014-09-22T14:30:17Z,business finance
commercial credit analysis,Pago,50,545,48,42,all levels,7.5,2014-03-12T12:26:44Z,business finance
essential finance for managers,Pago,25,663,10,79,all levels,5.5,2015-04-16T20:10:00Z,business finance
bitcoin for accountants,No Pago,0,3519,102,6,beginner level,1.0,2015-02-06T03:15:22Z,business finance
protrader   advanced technical analysis,Pago,125,825,11,34,all levels,2.0,2016-08-22T23:31:48Z,business finance
binary options masterclass,Pago,200,70,11,16,all levels,2.0,2017-02-13T16:37:57Z,business finance
188% profit in 1year  forex algo robot trading no indicator,Pago,120,357,71,20,all levels,2.0,2016-05-03T19:04:41Z,business finance
financial accounting its cycle statements & analysis,Pago,20,853,4,35,beginner level,5.0,2016-03-08T16:40:40Z,business finance
yield curve dynamics,Pago,50,397,24,19,all levels,3.0,2014-03-12T14:54:48Z,business finance
value investing and stock market fundamentals,Pago,195,74,8,17,beginner level,3.0,2016-04-07T18:10:31Z,business finance
